time	V(g1)	V(out)
9.831019466690835e-004	-8.732028e-003	9.016400e-002
9.841019466690834e-004	-8.408784e-003	8.657069e-002
9.851019466690834e-004	-8.052354e-003	8.263852e-002
9.861019466690833e-004	-7.664145e-003	7.838177e-002
9.871019466690832e-004	-7.245688e-003	7.381596e-002
9.881019466690831e-004	-6.798637e-003	6.895780e-002
9.891019466690830e-004	-6.324754e-003	6.382520e-002
9.901019466690829e-004	-5.825911e-003	5.843716e-002
9.911019466690828e-004	-5.304075e-003	5.281376e-002
9.921019466690828e-004	-4.761307e-003	4.697606e-002
9.931019466690827e-004	-4.199747e-003	4.094607e-002
9.941019466690826e-004	-3.621614e-003	3.474664e-002
9.951019466690825e-004	-3.029187e-003	2.840143e-002
9.961019466690824e-004	-2.424806e-003	2.193481e-002
9.971019466690823e-004	-1.810855e-003	1.537175e-002
9.981019466690823e-004	-1.189757e-003	8.737763e-003
9.991019466690822e-004	-5.639642e-004	2.059031e-003
1.000000000000000e-003	-2.449294e-017	-3.957412e-003
